,expected,Predicted,F1Score,Accept,Change
654,Acct_Addr2,Acct_Addr2,1,,
655,Acct_Addr1,Acct_Addr1,1,,
656,Acct_State,Acct_State,1,,
657,Acct_id,Acct_id,1,,
658,Acct_DOB,Acct_DOB,1,,
659,Acct_DOB,Acct_DOB,1,,
660,Acct_UIDNo.,Acct_UIDNo.,1,,
661,Acct_UIDNo.,Acct_UIDNo.,1,,
662,Acct_phone,Acct_phone,1,,
663,Acct_id,Acct_id,1,,
664,Acct_MName,Acct_MName,1,,
665,Acct_id,Acct_id,1,,
666,Acct_UIDNo.,Acct_UIDNo.,1,,
667,Acct_LName,Acct_LName,1,,
668,Acct_City,Acct_id,0.1,,
669,Acct_LName,Acct_LName,1,,
670,Acct_email,Acct_email,1,,
671,Acct_Addr2,Acct_MName,0.4,,
672,Acct_State,Acct_State,1,,
673,Acct_phone,Acct_phone,1,,
674,Acct_FName,Acct_FName,1,,
675,Acct_UIDNo.,Acct_UIDNo.,1,,
676,Acct_FName,Acct_LName,0.8,,
677,Acct_Gender,Acct_Gender,1,,
678,Acct_City,Acct_FName,0.8,,
679,Acct_Addr2,Acct_Addr2,1,,
680,Acct_FName,Acct_FName,1,,
681,Acct_FName,Acct_LName,0.8,,
682,Acct_LName,Acct_FName,0.8,,
683,Acct_DOB,Acct_DOB,1,,
684,Acct_id,Acct_id,1,,
685,Acct_Gender,Acct_Gender,1,,
686,Acct_City,Acct_LName,0.6,,
687,Acct_Gender,Acct_Gender,1,,
688,Acct_DOB,Acct_DOB,1,,
689,Acct_City,Acct_id,0.1,,
690,Acct_Gender,Acct_Gender,1,,
691,Acct_State,Acct_State,1,,
692,Acct_Addr1,Acct_Addr1,1,,
693,Acct_Gender,Acct_Gender,1,,
694,Acct_Addr2,Acct_MName,0.4,,
695,Acct_UIDNo.,Acct_UIDNo.,1,,
696,Acct_Addr1,Acct_Addr1,1,,
697,Acct_Addr2,Acct_MName,0.4,,
698,Acct_Addr1,Acct_Addr1,1,,
699,Acct_City,Acct_City,1,,
700,Acct_email,Acct_email,1,,
701,Acct_LName,Acct_LName,1,,
702,Acct_City,Acct_City,1,,
703,Acct_id,Acct_id,1,,
704,Acct_id,Acct_id,1,,
705,Acct_id,Acct_id,1,,
706,Acct_DOB,Acct_DOB,1,,
707,Acct_LName,Acct_LName,1,,
708,Acct_LName,Acct_LName,1,,
709,Acct_Addr2,Acct_MName,0.4,,
710,Acct_State,Acct_State,1,,
711,Acct_City,Acct_City,1,,
712,Acct_Gender,Acct_Gender,1,,
713,Acct_MName,Acct_MName,1,,
714,Acct_City,Acct_LName,0.6,,
715,Acct_DOB,Acct_DOB,1,,
716,Acct_Gender,Acct_Gender,1,,
717,Acct_DOB,Acct_DOB,1,,
718,Acct_Addr1,Acct_City,0.8,,
719,Acct_FName,Acct_LName,0.8,,
720,Acct_Addr1,Acct_Addr1,1,,
721,Acct_UIDNo.,Acct_UIDNo.,1,,
722,Acct_LName,Acct_LName,1,,
723,Acct_UIDNo.,Acct_UIDNo.,1,,
724,Acct_MName,Acct_MName,1,,
725,Acct_email,Acct_email,1,,
726,Acct_FName,Acct_LName,0.8,,
727,Acct_Addr2,Acct_MName,0.4,,
728,Acct_State,Acct_State,1,,
729,Acct_FName,Acct_LName,0.8,,
730,Acct_UIDNo.,Acct_UIDNo.,1,,
731,Acct_DOB,Acct_DOB,1,,
732,Acct_City,Acct_City,1,,
733,Acct_FName,Acct_FName,1,,
734,Acct_Addr2,Acct_Addr2,1,,
735,Acct_id,Acct_id,1,,
736,Acct_Addr2,Acct_MName,0.4,,
737,Acct_LName,Acct_DOB,0.7,,
738,Acct_FName,Acct_FName,1,,
739,Acct_MName,Acct_MName,1,,
740,Acct_Addr2,Acct_MName,0.4,,
741,Acct_FName,Acct_LName,0.8,,
742,Acct_UIDNo.,Acct_UIDNo.,1,,
743,Acct_State,Acct_State,1,,
744,Acct_LName,Acct_FName,0.8,,
745,Acct_Addr2,Acct_MName,0.4,,
746,Acct_DOB,Acct_DOB,1,,
747,Acct_id,Acct_id,1,,
748,Acct_Addr1,Acct_Addr1,1,,
749,Acct_DOB,Acct_DOB,1,,
750,Acct_City,Acct_LName,0.6,,
751,Acct_Addr2,Acct_MName,0.4,,
752,Acct_LName,Acct_LName,1,,
753,Acct_id,Acct_id,1,,
754,Acct_Addr1,Acct_Addr1,1,,
755,Acct_LName,Acct_FName,0.8,,
756,Acct_Gender,Acct_Gender,1,,
757,Acct_DOB,Acct_DOB,1,,
758,Acct_State,Acct_State,1,,
759,Acct_FName,Acct_LName,0.8,,
760,Acct_Gender,Acct_Gender,1,,
761,Acct_phone,Acct_phone,1,,
762,Acct_DOB,Acct_DOB,1,,
763,Acct_DOB,Acct_DOB,1,,
764,Acct_email,Acct_email,1,,
765,Acct_Gender,Acct_Gender,1,,
766,Acct_MName,Acct_MName,1,,
767,Acct_DOB,Acct_DOB,1,,
768,Acct_UIDNo.,Acct_UIDNo.,1,,
769,Acct_LName,Acct_LName,1,,
770,Acct_DOB,Acct_DOB,1,,
771,Acct_phone,Acct_phone,1,,
772,Acct_LName,Acct_LName,1,,
773,Acct_MName,Acct_MName,1,,
774,Acct_email,Acct_email,1,,
775,Acct_DOB,Acct_DOB,1,,
776,Acct_MName,Acct_MName,1,,
777,Acct_City,Acct_City,1,,
778,Acct_LName,Acct_LName,1,,
779,Acct_id,Acct_id,1,,
780,Acct_Addr1,Acct_Addr1,1,,
781,Acct_id,Acct_id,1,,
782,Acct_Gender,Acct_Gender,1,,
783,Acct_UIDNo.,Acct_UIDNo.,1,,
784,Acct_DOB,Acct_DOB,1,,
785,Acct_phone,Acct_phone,1,,
786,Acct_DOB,Acct_DOB,1,,
787,Acct_DOB,Acct_DOB,1,,
788,Acct_City,Acct_id,0.1,,
789,Acct_FName,Acct_FName,1,,
790,Acct_City,Acct_City,1,,
791,Acct_email,Acct_email,1,,
792,Acct_DOB,Acct_DOB,1,,
793,Acct_email,Acct_email,1,,
794,Acct_State,Acct_State,1,,
795,Acct_phone,Acct_phone,1,,
796,Acct_City,Acct_City,1,,
797,Acct_Gender,Acct_Gender,1,,
798,Acct_City,Acct_City,1,,
799,Acct_Addr1,Acct_Addr1,1,,
800,Acct_LName,Acct_LName,1,,
801,Acct_id,Acct_id,1,,
802,Acct_LName,Acct_FName,0.8,,
803,Acct_City,Acct_LName,0.6,,
804,Acct_MName,Acct_MName,1,,
805,Acct_phone,Acct_phone,1,,
806,Acct_Gender,Acct_Gender,1,,
807,Acct_Addr2,Acct_Addr2,1,,
808,Acct_id,Acct_id,1,,
809,Acct_LName,Acct_LName,1,,
810,Acct_State,Acct_State,1,,
811,Acct_phone,Acct_phone,1,,
812,Acct_FName,Acct_FName,1,,
813,Acct_Gender,Acct_Gender,1,,
814,Acct_FName,Acct_FName,1,,
815,Acct_DOB,Acct_DOB,1,,
816,Acct_Addr1,Acct_Addr1,1,,
817,Acct_FName,Acct_FName,1,,
818,Acct_Addr2,Acct_Addr2,1,,
819,Acct_DOB,Acct_DOB,1,,
820,Acct_FName,Acct_FName,1,,
821,Acct_LName,Acct_FName,0.8,,
822,Acct_City,Acct_City,1,,
823,Acct_MName,Acct_MName,1,,
824,Acct_LName,Acct_FName,0.8,,
825,Acct_LName,Acct_FName,0.8,,
826,Acct_phone,Acct_phone,1,,
827,Acct_email,Acct_email,1,,
828,Acct_MName,Acct_City,0.5,,
829,Acct_LName,Acct_id,0.5,,
830,Acct_id,Acct_id,1,,
831,Acct_FName,Acct_LName,0.8,,
832,Acct_Gender,Acct_Gender,1,,
833,Acct_Addr1,Acct_Addr1,1,,
834,Acct_phone,Acct_phone,1,,
835,Acct_UIDNo.,Acct_UIDNo.,1,,
836,Acct_Addr2,Acct_MName,0.4,,
837,Acct_id,Acct_id,1,,
838,Acct_Addr2,Acct_MName,0.4,,
839,Acct_Addr1,Acct_Addr1,1,,
840,Acct_MName,Acct_FName,0.7,,
841,Acct_State,Acct_State,1,,
842,Acct_FName,Acct_FName,1,,
843,Acct_State,Acct_State,1,,
844,Acct_id,Acct_id,1,,
845,Acct_State,Acct_State,1,,
846,Acct_City,Acct_LName,0.6,,
847,Acct_phone,Acct_phone,1,,
848,Acct_Gender,Acct_Gender,1,,
849,Acct_Gender,Acct_Gender,1,,
850,Acct_Addr1,Acct_Addr1,1,,
851,Acct_Gender,Acct_Gender,1,,
852,Acct_phone,Acct_phone,1,,
853,Acct_UIDNo.,Acct_UIDNo.,1,,
854,Acct_UIDNo.,Acct_UIDNo.,1,,
855,Acct_id,Acct_id,1,,
856,Acct_id,Acct_id,1,,
857,Acct_Gender,Acct_Gender,1,,
858,Acct_Gender,Acct_Gender,1,,
859,Acct_State,Acct_State,1,,
860,Acct_id,Acct_id,1,,
861,Acct_FName,Acct_LName,0.8,,
862,Acct_Gender,Acct_Gender,1,,
863,Acct_Addr2,Acct_Addr2,1,,
864,Acct_MName,Acct_MName,1,,
865,Acct_City,Acct_City,1,,
866,Acct_FName,Acct_City,0.8,,
867,Acct_MName,Acct_MName,1,,
868,Acct_email,Acct_email,1,,
869,Acct_id,Acct_id,1,,
870,Acct_Addr1,Acct_Addr2,0.9,,
871,Acct_LName,Acct_LName,1,,
872,Acct_Addr2,Acct_MName,0.4,,
873,Acct_Gender,Acct_Gender,1,,
874,Acct_MName,Acct_MName,1,,
875,Acct_id,Acct_id,1,,
876,Acct_UIDNo.,Acct_UIDNo.,1,,
877,Acct_City,Acct_Addr1,0.8,,
878,Acct_LName,Acct_FName,0.8,,
879,Acct_LName,Acct_FName,0.8,,
880,Acct_Gender,Acct_Gender,1,,
881,Acct_phone,Acct_phone,1,,
882,Acct_LName,Acct_LName,1,,
883,Acct_DOB,Acct_DOB,1,,
884,Acct_UIDNo.,Acct_UIDNo.,1,,
885,Acct_phone,Acct_phone,1,,
886,Acct_City,Acct_Addr1,0.8,,
887,Acct_FName,Acct_FName,1,,
888,Acct_City,Acct_id,0.1,,
889,Acct_UIDNo.,Acct_UIDNo.,1,,
890,Acct_email,Acct_email,1,,
891,Acct_City,Acct_LName,0.6,,
892,Acct_phone,Acct_phone,1,,
893,Acct_MName,Acct_MName,1,,
894,Acct_Gender,Acct_Gender,1,,
895,Acct_DOB,Acct_DOB,1,,
896,Acct_UIDNo.,Acct_UIDNo.,1,,
897,Acct_FName,Acct_LName,0.8,,
898,Acct_Gender,Acct_Gender,1,,
899,Acct_id,Acct_id,1,,
900,Acct_DOB,Acct_DOB,1,,
901,Acct_UIDNo.,Acct_UIDNo.,1,,
902,Acct_UIDNo.,Acct_UIDNo.,1,,
903,Acct_City,Acct_City,1,,
904,Acct_Addr2,Acct_MName,0.4,,
905,Acct_email,Acct_email,1,,
906,Acct_id,Acct_id,1,,
907,Acct_email,Acct_email,1,,
908,Acct_id,Acct_id,1,,
909,Acct_Addr1,Acct_Addr1,1,,
910,Acct_City,Acct_City,1,,
911,Acct_Gender,Acct_Gender,1,,
912,Acct_id,Acct_id,1,,
913,Acct_Addr2,Acct_Addr2,1,,
914,Acct_FName,Acct_FName,1,,
915,Acct_City,Acct_City,1,,
916,Acct_Addr2,Acct_Addr2,1,,
917,Acct_DOB,Acct_DOB,1,,
918,Acct_Gender,Acct_Gender,1,,
919,Acct_phone,Acct_phone,1,,
920,Acct_Gender,Acct_Gender,1,,
921,Acct_DOB,Acct_DOB,1,,
922,Acct_email,Acct_email,1,,
923,Acct_MName,Acct_MName,1,,
924,Acct_id,Acct_id,1,,
925,Acct_State,Acct_State,1,,
926,Acct_UIDNo.,Acct_UIDNo.,1,,
927,Acct_DOB,Acct_DOB,1,,
928,Acct_Addr1,Acct_Addr1,1,,
929,Acct_FName,Acct_LName,0.8,,
930,Acct_Gender,Acct_Gender,1,,
931,Acct_State,Acct_State,1,,
932,Acct_State,Acct_State,1,,
933,Acct_State,Acct_State,1,,
934,Acct_id,Acct_id,1,,
935,Acct_phone,Acct_phone,1,,
936,Acct_Addr2,Acct_Addr1,0.9,,
937,Acct_State,Acct_State,1,,
938,Acct_Gender,Acct_Gender,1,,
939,Acct_MName,Acct_FName,0.7,,
940,Acct_UIDNo.,Acct_UIDNo.,1,,
941,Acct_phone,Acct_phone,1,,
942,Acct_Addr1,Acct_Addr1,1,,
943,Acct_UIDNo.,Acct_UIDNo.,1,,
944,Acct_State,Acct_State,1,,
945,Acct_Gender,Acct_Gender,1,,
946,Acct_Addr2,Acct_Addr2,1,,
947,Acct_Gender,Acct_Gender,1,,
948,Acct_id,Acct_id,1,,
949,Acct_DOB,Acct_DOB,1,,
950,Acct_email,Acct_email,1,,
951,Acct_City,Acct_City,1,,
952,Acct_LName,Acct_LName,1,,
953,Acct_FName,Acct_LName,0.8,,
954,Acct_id,Acct_id,1,,
955,Acct_Addr2,Acct_MName,0.4,,
956,Acct_LName,Acct_FName,0.8,,
957,Acct_Addr2,Acct_Addr2,1,,
958,Acct_State,Acct_State,1,,
959,Acct_DOB,Acct_DOB,1,,
960,Acct_UIDNo.,Acct_UIDNo.,1,,
961,Acct_email,Acct_email,1,,
962,Acct_phone,Acct_phone,1,,
963,Acct_State,Acct_State,1,,
964,Acct_UIDNo.,Acct_UIDNo.,1,,
965,Acct_LName,Acct_FName,0.8,,
966,Acct_phone,Acct_phone,1,,
967,Acct_City,Acct_City,1,,
968,Acct_MName,Acct_MName,1,,
969,Acct_email,Acct_email,1,,
970,Acct_Gender,Acct_Gender,1,,
971,Acct_UIDNo.,Acct_UIDNo.,1,,
972,Acct_id,Acct_id,1,,
973,Acct_phone,Acct_phone,1,,
974,Acct_Addr1,Acct_Addr1,1,,
975,Acct_Addr2,Acct_Addr2,1,,
976,Acct_City,Acct_City,1,,
977,Acct_Addr2,Acct_MName,0.4,,
978,Acct_City,Acct_LName,0.6,,
979,Acct_phone,Acct_phone,1,,
980,Acct_phone,Acct_phone,1,,
981,Acct_phone,Acct_phone,1,,
982,Acct_Addr2,Acct_Addr2,1,,
983,Acct_State,Acct_State,1,,
984,Acct_City,Acct_UIDNo.,0.3,,
985,Acct_City,Acct_DOB,0.9,,
986,Acct_id,Acct_id,1,,
987,Acct_email,Acct_email,1,,
988,Acct_UIDNo.,Acct_UIDNo.,1,,
989,Acct_LName,Acct_LName,1,,
990,Acct_DOB,Acct_DOB,1,,
991,Acct_id,Acct_id,1,,
992,Acct_id,Acct_id,1,,
993,Acct_Addr1,Acct_Addr1,1,,
994,Acct_LName,Acct_LName,1,,
995,Acct_City,Acct_LName,0.6,,
996,Acct_UIDNo.,Acct_UIDNo.,1,,
997,Acct_FName,Acct_City,0.8,,
998,Acct_LName,Acct_LName,1,,
999,Acct_Gender,Acct_Gender,1,,
1000,Acct_email,Acct_email,1,,
1001,Acct_City,Acct_City,1,,
1002,Acct_Addr2,Acct_MName,0.4,,
1003,Acct_phone,Acct_phone,1,,
1004,Acct_id,Acct_id,1,,
1005,Acct_MName,Acct_FName,0.7,,
1006,Acct_id,Acct_id,1,,
1007,Acct_MName,Acct_City,0.5,,
1008,Acct_LName,Acct_FName,0.8,,
1009,Acct_Addr2,Acct_Addr2,1,,
1010,Acct_State,Acct_State,1,,
1011,Acct_Gender,Acct_Gender,1,,
1012,Acct_State,Acct_State,1,,
1013,Acct_City,Acct_LName,0.6,,
1014,Acct_email,Acct_email,1,,
1015,Acct_State,Acct_State,1,,
1016,Acct_id,Acct_id,1,,
1017,Acct_phone,Acct_phone,1,,
1018,Acct_UIDNo.,Acct_UIDNo.,1,,
1019,Acct_phone,Acct_phone,1,,
1020,Acct_FName,Acct_FName,1,,
1021,Acct_Addr1,Acct_Addr1,1,,
1022,Acct_email,Acct_email,1,,
1023,Acct_LName,Acct_LName,1,,
1024,Acct_Addr1,Acct_Addr1,1,,
1025,Acct_LName,Acct_LName,1,,
1026,Acct_FName,Acct_FName,1,,
1027,Acct_id,Acct_id,1,,
1028,Acct_Gender,Acct_Gender,1,,
1029,Acct_phone,Acct_phone,1,,
1030,Acct_UIDNo.,Acct_UIDNo.,1,,
1031,Acct_FName,Acct_FName,1,,
1032,Acct_DOB,Acct_DOB,1,,
1033,Acct_FName,Acct_FName,1,,
1034,Acct_City,Acct_LName,0.6,,
1035,Acct_City,Acct_phone,0,,
1036,Acct_id,Acct_id,1,,
1037,Acct_FName,Acct_LName,0.8,,
1038,Acct_email,Acct_email,1,,
1039,Acct_UIDNo.,Acct_UIDNo.,1,,
1040,Acct_FName,Acct_LName,0.8,,
1041,Acct_DOB,Acct_DOB,1,,
1042,Acct_State,Acct_State,1,,
1043,Acct_Addr1,Acct_Addr1,1,,
1044,Acct_id,Acct_id,1,,
1045,Acct_id,Acct_id,1,,
1046,Acct_Gender,Acct_Gender,1,,
1047,Acct_FName,Acct_LName,0.8,,
1048,Acct_email,Acct_email,1,,
1049,Acct_email,Acct_email,1,,
1050,Acct_DOB,Acct_DOB,1,,
1051,Acct_email,Acct_email,1,,
1052,Acct_email,Acct_email,1,,
1053,Acct_MName,Acct_MName,1,,
1054,Acct_UIDNo.,Acct_UIDNo.,1,,
1055,Acct_Addr1,Acct_Addr1,1,,
1056,Acct_phone,Acct_phone,1,,
1057,Acct_Addr2,Acct_Addr2,1,,
1058,Acct_phone,Acct_phone,1,,
1059,Acct_LName,Acct_FName,0.8,,
1060,Acct_Addr2,Acct_Addr2,1,,
1061,Acct_Addr2,Acct_MName,0.4,,
1062,Acct_Addr2,Acct_Addr2,1,,
1063,Acct_phone,Acct_phone,1,,
1064,Acct_phone,Acct_phone,1,,
1065,Acct_Addr1,Acct_Addr1,1,,
1066,Acct_Addr2,Acct_Addr2,1,,
1067,Acct_Addr1,Acct_Addr1,1,,
1068,Acct_email,Acct_email,1,,
1069,Acct_Addr1,Acct_Addr1,1,,
1070,Acct_Addr2,Acct_Addr2,1,,
1071,Acct_MName,Acct_MName,1,,
1072,Acct_Addr1,Acct_Addr1,1,,
1073,Acct_Addr1,Acct_Addr2,0.9,,
1074,Acct_id,Acct_id,1,,
1075,Acct_email,Acct_email,1,,
1076,Acct_DOB,Acct_DOB,1,,
1077,Acct_Gender,Acct_Gender,1,,
1078,Acct_State,Acct_State,1,,
1079,Acct_id,Acct_id,1,,
1080,Acct_Addr2,Acct_MName,0.4,,
1081,Acct_State,Acct_State,1,,
1082,Acct_MName,Acct_MName,1,,
1083,Acct_email,Acct_email,1,,
1084,Acct_Addr2,Acct_MName,0.4,,
1085,Acct_MName,Acct_MName,1,,
1086,Acct_Gender,Acct_Gender,1,,
1087,Acct_Addr1,Acct_Addr2,0.9,,
1088,Acct_DOB,Acct_DOB,1,,
1089,Acct_UIDNo.,Acct_UIDNo.,1,,
1090,Acct_City,Acct_City,1,,
1091,Acct_Gender,Acct_Gender,1,,
1092,Acct_UIDNo.,Acct_UIDNo.,1,,
1093,Acct_Gender,Acct_Gender,1,,
1094,Acct_LName,Acct_LName,1,,
1095,Acct_Addr1,Acct_Addr1,1,,
1096,Acct_MName,Acct_MName,1,,
1097,Acct_FName,Acct_LName,0.8,,
1098,Acct_DOB,Acct_DOB,1,,
1099,Acct_Addr1,Acct_Addr1,1,,
1100,Acct_Addr2,Acct_MName,0.4,,
1101,Acct_Gender,Acct_Gender,1,,
1102,Acct_State,Acct_State,1,,
1103,Acct_DOB,Acct_DOB,1,,
1104,Acct_UIDNo.,Acct_UIDNo.,1,,
1105,Acct_id,Acct_id,1,,
1106,Acct_phone,Acct_phone,1,,
1107,Acct_email,Acct_email,1,,
1108,Acct_email,Acct_email,1,,
1109,Acct_id,Acct_id,1,,
1110,Acct_Addr1,Acct_Addr1,1,,
1111,Acct_Gender,Acct_Gender,1,,
1112,Acct_phone,Acct_phone,1,,
1113,Acct_LName,Acct_LName,1,,
1114,Acct_City,Acct_UIDNo.,0.3,,
1115,Acct_FName,Acct_LName,0.8,,
1116,Acct_email,Acct_email,1,,
1117,Acct_DOB,Acct_DOB,1,,
1118,Acct_MName,Acct_MName,1,,
1119,Acct_Gender,Acct_Gender,1,,
1120,Acct_FName,Acct_LName,0.8,,
1121,Acct_Gender,Acct_Gender,1,,
1122,Acct_UIDNo.,Acct_UIDNo.,1,,
1123,Acct_LName,Acct_FName,0.8,,
1124,Acct_MName,Acct_MName,1,,
1125,Acct_DOB,Acct_DOB,1,,
1126,Acct_FName,Acct_FName,1,,
1127,Acct_Addr2,Acct_Addr2,1,,
1128,Acct_Addr2,Acct_MName,0.4,,
1129,Acct_City,Acct_id,0.1,,
1130,Acct_DOB,Acct_DOB,1,,
1131,Acct_LName,Acct_City,0.6,,
1132,Acct_DOB,Acct_DOB,1,,
1133,Acct_MName,Acct_LName,0.9,,
1134,Acct_DOB,Acct_DOB,1,,
1135,Acct_phone,Acct_phone,1,,
1136,Acct_City,Acct_LName,0.6,,
1137,Acct_Addr1,Acct_Addr1,1,,
1138,Acct_FName,Acct_FName,1,,
1139,Acct_id,Acct_id,1,,
1140,Acct_UIDNo.,Acct_UIDNo.,1,,
1141,Acct_Addr1,Acct_Addr1,1,,
1142,Acct_UIDNo.,Acct_UIDNo.,1,,
1143,Acct_phone,Acct_phone,1,,
1144,Acct_id,Acct_id,1,,
1145,Acct_City,Acct_City,1,,
1146,Acct_Gender,Acct_Gender,1,,
1147,Acct_phone,Acct_phone,1,,
1148,Acct_phone,Acct_phone,1,,
1149,Acct_phone,Acct_phone,1,,
1150,Acct_Addr1,Acct_Addr1,1,,
1151,Acct_Addr2,Acct_Addr2,1,,
1152,Acct_phone,Acct_phone,1,,
1153,Acct_FName,Acct_LName,0.8,,
1154,Acct_State,Acct_State,1,,
1155,Acct_City,Acct_City,1,,
1156,Acct_FName,Acct_FName,1,,
1157,Acct_State,Acct_State,1,,
1158,Acct_UIDNo.,Acct_UIDNo.,1,,
1159,Acct_LName,Acct_LName,1,,
1160,Acct_Gender,Acct_Gender,1,,
1161,Acct_State,Acct_State,1,,
1162,Acct_FName,Acct_City,0.8,,
1163,Acct_phone,Acct_phone,1,,
1164,Acct_DOB,Acct_DOB,1,,
1165,Acct_id,Acct_id,1,,
1166,Acct_MName,Acct_MName,1,,
1167,Acct_phone,Acct_phone,1,,
1168,Acct_phone,Acct_phone,1,,
1169,Acct_City,Acct_City,1,,
1170,Acct_phone,Acct_phone,1,,
1171,Acct_LName,Acct_LName,1,,
1172,Acct_LName,Acct_LName,1,,
1173,Acct_phone,Acct_phone,1,,
1174,Acct_email,Acct_email,1,,
1175,Acct_phone,Acct_phone,1,,
1176,Acct_id,Acct_id,1,,
1177,Acct_id,Acct_id,1,,
1178,Acct_UIDNo.,Acct_UIDNo.,1,,
1179,Acct_State,Acct_State,1,,
1180,Acct_UIDNo.,Acct_UIDNo.,1,,
1181,Acct_UIDNo.,Acct_UIDNo.,1,,
1182,Acct_State,Acct_State,1,,
1183,Acct_Gender,Acct_Gender,1,,
1184,Acct_phone,Acct_phone,1,,
1185,Acct_FName,Acct_FName,1,,
1186,Acct_City,Acct_City,1,,
1187,Acct_email,Acct_email,1,,
1188,Acct_phone,Acct_phone,1,,
1189,Acct_phone,Acct_phone,1,,
1190,Acct_FName,Acct_FName,1,,
1191,Acct_UIDNo.,Acct_UIDNo.,1,,
1192,Acct_phone,Acct_phone,1,,
1193,Acct_Addr2,Acct_MName,0.4,,
1194,Acct_MName,Acct_MName,1,,
1195,Acct_MName,Acct_MName,1,,
1196,Acct_phone,Acct_phone,1,,
1197,Acct_City,Acct_City,1,,
1198,Acct_City,Acct_phone,0,,
1199,Acct_LName,Acct_City,0.6,,
1200,Acct_State,Acct_State,1,,
1201,Acct_id,Acct_id,1,,
1202,Acct_phone,Acct_phone,1,,
1203,Acct_City,Acct_LName,0.6,,
1204,Acct_City,Acct_City,1,,
1205,Acct_State,Acct_State,1,,
1206,Acct_email,Acct_email,1,,
1207,Acct_State,Acct_State,1,,
1208,Acct_MName,Acct_MName,1,,
1209,Acct_email,Acct_email,1,,
1210,Acct_email,Acct_email,1,,
1211,Acct_FName,Acct_FName,1,,
1212,Acct_FName,Acct_FName,1,,
1213,Acct_LName,Acct_LName,1,,
1214,Acct_LName,Acct_LName,1,,
1215,Acct_Gender,Acct_Gender,1,,
1216,Acct_LName,Acct_LName,1,,
1217,Acct_City,Acct_City,1,,
1218,Acct_State,Acct_State,1,,
1219,Acct_email,Acct_email,1,,
1220,Acct_MName,Acct_MName,1,,
1221,Acct_Addr2,Acct_Addr2,1,,
1222,Acct_City,Acct_DOB,0.9,,
1223,Acct_LName,Acct_id,0.5,,
1224,Acct_Addr1,Acct_Addr1,1,,
1225,Acct_Gender,Acct_Gender,1,,
1226,Acct_email,Acct_email,1,,
1227,Acct_LName,Acct_FName,0.8,,
1228,Acct_Addr2,Acct_MName,0.4,,
1229,Acct_DOB,Acct_DOB,1,,
1230,Acct_DOB,Acct_DOB,1,,
1231,Acct_Addr2,Acct_Addr2,1,,
1232,Acct_LName,Acct_DOB,0.7,,
1233,Acct_DOB,Acct_DOB,1,,
1234,Acct_MName,Acct_MName,1,,
1235,Acct_LName,Acct_LName,1,,
1236,Acct_DOB,Acct_DOB,1,,
1237,Acct_id,Acct_id,1,,
1238,Acct_Addr2,Acct_MName,0.4,,
1239,Acct_Addr1,Acct_Addr1,1,,
1240,Acct_MName,Acct_MName,1,,
1241,Acct_Gender,Acct_Gender,1,,
1242,Acct_City,Acct_DOB,0.9,,
1243,Acct_City,Acct_id,0.1,,
1244,Acct_MName,Acct_MName,1,,
1245,Acct_email,Acct_email,1,,
1246,Acct_LName,Acct_id,0.5,,
1247,Acct_id,Acct_id,1,,
1248,Acct_UIDNo.,Acct_UIDNo.,1,,
1249,Acct_DOB,Acct_DOB,1,,
1250,Acct_id,Acct_id,1,,
1251,Acct_UIDNo.,Acct_UIDNo.,1,,
1252,Acct_City,Acct_LName,0.6,,
1253,Acct_City,Acct_City,1,,
1254,Acct_State,Acct_State,1,,
1255,Acct_id,Acct_id,1,,
1256,Acct_City,Acct_City,1,,
1257,Acct_email,Acct_email,1,,
1258,Acct_FName,Acct_LName,0.8,,
1259,Acct_phone,Acct_phone,1,,
1260,Acct_Gender,Acct_Gender,1,,
1261,Acct_id,Acct_id,1,,
1262,Acct_id,Acct_id,1,,
1263,Acct_Addr1,Acct_Addr1,1,,
1264,Acct_LName,Acct_LName,1,,
1265,Acct_id,Acct_id,1,,
1266,Acct_Addr2,Acct_MName,0.4,,
1267,Acct_DOB,Acct_DOB,1,,
1268,Acct_State,Acct_State,1,,
1269,Acct_LName,Acct_LName,1,,
1270,Acct_LName,Acct_FName,0.8,,
1271,Acct_LName,Acct_LName,1,,
1272,Acct_email,Acct_email,1,,
1273,Acct_Addr2,Acct_MName,0.4,,
1274,Acct_MName,Acct_MName,1,,
1275,Acct_FName,Acct_LName,0.8,,
1276,Acct_DOB,Acct_DOB,1,,
1277,Acct_Addr2,Acct_Addr2,1,,
1278,Acct_FName,Acct_FName,1,,
1279,Acct_Gender,Acct_Gender,1,,
1280,Acct_email,Acct_email,1,,
1281,Acct_Addr2,Acct_MName,0.4,,
1282,Acct_MName,Acct_LName,0.9,,
1283,Acct_MName,Acct_MName,1,,
1284,Acct_State,Acct_State,1,,
1285,Acct_Addr1,Acct_Addr1,1,,
1286,Acct_FName,Acct_FName,1,,
1287,Acct_MName,Acct_LName,0.9,,
1288,Acct_MName,Acct_MName,1,,
1289,Acct_id,Acct_id,1,,
1290,Acct_City,Acct_FName,0.8,,
1291,Acct_City,Acct_City,1,,
1292,Acct_email,Acct_email,1,,
1293,Acct_Gender,Acct_Gender,1,,
1294,Acct_City,Acct_phone,0,,
1295,Acct_DOB,Acct_DOB,1,,
1296,Acct_Gender,Acct_Gender,1,,
1297,Acct_Addr2,Acct_MName,0.4,,
1298,Acct_Addr2,Acct_MName,0.4,,
1299,Acct_LName,Acct_id,0.5,,
